Serial,Inlet Temp,Exhaust Temp,CPU1 Temp,CPU2 Temp,CPU Utilization,IO,MEM,Mean RPM,AFan1,AFan2,AFan3,AFan4,AFan5,AFan6,AFan7,BFan1,BFan2,BFan3,BFan4,BFan5,BFan6,BFan7,AFan1,AFan2,AFan3,AFan4,AFan5,AFan6,AFan7,BFan1,BFan2,BFan3,BFan4,BFan5,BFan6,BFan7,Mean PWM
564,23,38,74,74,0.68,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
565,23,38,73,74,0.7,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
566,23,38,74,74,0.7,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
567,23,38,74,74,0.7,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
568,23,38,74,74,0.7,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
569,23,38,74,74,0.74,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
570,23,38,74,74,0.74,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
571,23,38,75,74,0.74,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
572,23,38,75,73,0.74,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
573,23,38,74,74,0.7,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
574,23,38,73,74,0.7,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
575,23,38,74,74,0.7,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
576,23,38,74,74,0.7,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
577,23,38,75,73,0.7,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
578,23,38,74,74,0.7,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
579,23,38,74,74,0.7,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
580,23,38,74,74,0.74,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
581,23,38,74,74,0.74,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
582,23,38,74,74,0.74,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
583,23,38,74,74,0.74,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
584,23,38,75,74,0.76,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
585,23,38,75,74,0.76,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
586,23,38,75,75,0.76,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
587,23,38,75,74,0.81,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
588,23,38,76,74,0.81,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
589,23,38,76,74,0.81,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
590,23,38,76,74,0.81,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
591,23,38,76,75,0.8,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
592,23,38,76,75,0.8,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
593,23,38,76,75,0.8,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
594,23,38,76,75,0.8,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
595,23,38,77,75,0.8,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
596,23,38,77,76,0.8,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
597,23,38,77,76,0.8,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
598,23,38,77,76,0.85,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
599,23,38,77,75,0.85,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
600,23,38,77,76,0.85,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
601,23,38,76,77,0.85,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.11,0.14,0.15,0.12,0.14,0.13,0.11,0.128571429
602,23,38,77,76,0.86,0,0,3420,3240,3720,3840,3240,3720,3600,3240,3120,3480,3600,3120,3480,3360,3120,0.12,0.15,0.16,0.13,0.14,0.13,0.11,0.12,0.15,0.16,0.13,0.14,0.13,0.11,0.134285714
603,23,38,77,77,0.86,0,0,3505.714286,3360,3840,3960,3480,3720,3600,3240,3240,3720,3720,3240,3480,3360,3120,0.12,0.15,0.16,0.13,0.14,0.13,0.11,0.12,0.15,0.16,0.13,0.14,0.13,0.11,0.134285714
604,23,38,76,77,0.86,0,0,3505.714286,3360,3840,3960,3480,3720,3600,3240,3240,3720,3720,3240,3480,3360,3120,0.12,0.15,0.16,0.13,0.14,0.13,0.11,0.12,0.15,0.16,0.13,0.14,0.13,0.11,0.134285714
605,23,38,76,77,0.86,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.137142857
606,23,38,75,77,0.86,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.137142857
608,23,38,76,77,0.86,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.137142857
609,23,38,75,77,0.86,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.137142857
610,23,38,75,77,0.86,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.137142857
611,22,38,75,77,0.86,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.137142857
612,23,38,74,77,0.86,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.137142857
613,23,38,75,76,0.86,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.137142857
614,23,38,75,75,0.86,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.137142857
615,23,38,75,75,0.86,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.137142857
616,23,38,75,75,0.86,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.137142857
617,23,38,75,76,0.86,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.137142857
618,23,38,75,76,0.86,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.137142857
619,23,38,75,75,0.86,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.137142857
620,23,38,75,75,0.86,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.137142857
621,23,38,75,75,0.86,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.137142857
622,23,38,75,76,0.86,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.137142857
623,23,38,76,77,0.88,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.137142857
624,22,38,75,77,0.88,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.137142857
625,22,38,76,77,0.88,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.137142857
626,22,38,76,77,0.88,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.137142857
627,23,38,76,77,0.92,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.137142857
628,23,38,76,77,0.92,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.137142857
629,23,38,76,77,0.92,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.137142857
630,23,38,77,77,0.92,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.12,0.15,0.16,0.13,0.15,0.14,0.11,0.137142857
631,23,38,76,78,0.92,0,0,3540,3360,3840,3960,3480,3840,3720,3240,3240,3720,3720,3240,3600,3480,3120,0.12,0.15,0.16,0.14,0.17,0.16,0.13,0.12,0.15,0.16,0.14,0.17,0.16,0.13,0.147142857
632,23,38,77,77,0.92,0,0,3685.714286,3360,3840,3960,3600,4200,3960,3600,3240,3720,3720,3360,3960,3720,3360,0.12,0.15,0.16,0.14,0.17,0.16,0.13,0.12,0.15,0.16,0.14,0.17,0.16,0.13,0.147142857
634,23,38,77,75,0.92,0,0,3694.285714,3360,3840,3960,3600,4200,4080,3600,3240,3720,3720,3360,3960,3720,3360,0.12,0.15,0.16,0.14,0.17,0.16,0.13,0.12,0.15,0.16,0.14,0.17,0.16,0.13,0.147142857
635,23,38,77,75,0.92,0,0,3694.285714,3360,3840,3960,3600,4200,4080,3600,3240,3720,3720,3360,3960,3720,3360,0.12,0.15,0.16,0.14,0.17,0.16,0.13,0.12,0.15,0.16,0.14,0.17,0.16,0.13,0.147142857
636,23,38,77,75,0.92,0,0,3685.714286,3360,3840,3960,3600,4200,3960,3600,3240,3720,3720,3360,3960,3720,3360,0.12,0.15,0.16,0.14,0.17,0.16,0.13,0.12,0.15,0.16,0.14,0.17,0.16,0.13,0.147142857
637,23,38,77,75,0.92,0,0,3685.714286,3360,3840,3960,3600,4200,3960,3600,3240,3720,3720,3360,3960,3720,3360,0.12,0.15,0.16,0.14,0.17,0.16,0.13,0.12,0.15,0.16,0.14,0.17,0.16,0.13,0.147142857
638,23,38,77,75,0.92,0,0,3694.285714,3360,3840,3960,3600,4200,4080,3600,3240,3720,3720,3360,3960,3720,3360,0.12,0.15,0.16,0.14,0.17,0.16,0.13,0.12,0.15,0.16,0.14,0.17,0.16,0.13,0.147142857
639,23,38,77,74,0.92,0,0,3694.285714,3360,3840,3960,3600,4200,4080,3600,3240,3720,3720,3360,3960,3720,3360,0.12,0.15,0.16,0.14,0.17,0.16,0.13,0.12,0.15,0.16,0.14,0.17,0.16,0.13,0.147142857
640,23,38,76,74,0.92,0,0,3694.285714,3360,3840,3960,3600,4200,4080,3600,3240,3720,3720,3360,3960,3720,3360,0.12,0.15,0.16,0.14,0.17,0.16,0.13,0.12,0.15,0.16,0.14,0.17,0.16,0.13,0.147142857
641,23,38,77,74,0.92,0,0,3694.285714,3360,3840,3960,3600,4200,4080,3600,3240,3720,3720,3360,3960,3720,3360,0.12,0.15,0.16,0.14,0.17,0.16,0.13,0.12,0.15,0.16,0.14,0.17,0.16,0.13,0.147142857
642,23,38,77,74,0.92,0,0,3694.285714,3360,3840,3960,3600,4200,4080,3600,3240,3720,3720,3360,3960,3720,3360,0.12,0.15,0.16,0.14,0.17,0.16,0.13,0.12,0.15,0.16,0.14,0.17,0.16,0.13,0.147142857
643,23,38,77,74,0.92,0,0,3694.285714,3360,3840,3960,3600,4200,4080,3600,3240,3720,3720,3360,3960,3720,3360,0.12,0.15,0.16,0.14,0.17,0.16,0.13,0.12,0.15,0.16,0.14,0.17,0.16,0.13,0.147142857
644,23,38,77,74,0.92,0,0,3745.714286,3360,3960,4080,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
645,22,37,77,74,0.92,0,0,3745.714286,3360,3960,4080,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
646,23,38,77,74,0.92,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
647,22,37,76,74,0.92,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
648,22,37,76,74,0.92,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
649,22,37,76,74,0.92,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
650,22,37,76,74,0.92,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
651,22,37,76,74,0.92,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
652,22,37,76,74,0.92,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
653,22,37,76,74,0.92,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
654,22,37,76,73,0.92,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
655,22,37,76,74,0.92,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
656,22,37,75,74,0.92,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
657,22,37,75,74,0.92,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
658,22,37,75,74,0.92,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
659,22,37,76,74,0.92,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
660,22,37,75,74,0.92,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
661,22,37,76,73,0.92,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
662,22,37,76,73,0.92,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
663,22,37,75,74,0.92,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
664,22,37,76,73,0.92,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
665,22,37,75,74,0.92,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
666,22,37,75,73,0.92,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
667,22,37,75,73,0.92,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
668,22,37,75,74,0.92,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
669,22,37,76,73,0.92,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
670,22,37,75,74,0.92,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
671,22,37,76,73,0.91,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
672,22,37,76,73,0.91,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
673,22,37,76,73,0.91,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
674,22,37,76,72,0.91,0,0,3762.857143,3480,3960,4200,3600,4200,4080,3600,3360,3840,3960,3360,3960,3720,3360,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.13,0.16,0.17,0.14,0.17,0.16,0.13,0.151428571
