Serial,Inlet Temp,Exhaust Temp,CPU1 Temp,CPU2 Temp,CPU Utilization,IO,MEM,Mean RPM,AFan1,AFan2,AFan3,AFan4,AFan5,AFan6,AFan7,BFan1,BFan2,BFan3,BFan4,BFan5,BFan6,BFan7,AFan1,AFan2,AFan3,AFan4,AFan5,AFan6,AFan7,BFan1,BFan2,BFan3,BFan4,BFan5,BFan6,BFan7,Mean PWM
0,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,25,37,54,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,25,37,53,50,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,25,37,53,50,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,25,37,53,50,0,0,0,1560,1560,1560,1560,1560,1560,1680,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,25,37,53,49,0,0,0,1560,1560,1560,1560,1560,1560,1680,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,25,37,53,49,0,0,0,1560,1560,1560,1560,1560,1560,1680,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,25,37,53,49,0,0,0,1560,1560,1560,1560,1560,1560,1680,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,25,37,53,50,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,25,37,53,50,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,25,37,54,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,25,37,53,50,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,25,37,53,50,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,25,37,53,49,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,25,37,61,59,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,25,37,66,64,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,25,37,71,69,0.47,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,25,37,75,73,0.47,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,25,37,79,75,0.47,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0.01,0.05,0.05,0.03,0,0,0,0.03,0.05,0.05,0.03,0,0,0,0.021428571
45,25,37,81,79,0.47,0,0,3557.142857,3960,4680,4680,3840,3120,2520,2400,3840,4800,4320,3960,2880,2760,2040,0.21,0.26,0.26,0.21,0.15,0.12,0.07,0.21,0.26,0.26,0.21,0.15,0.12,0.07,0.182857143
46,24,38,77,80,0.98,0,0,3557.142857,3960,4680,4680,3840,3120,2520,2400,3840,4800,4320,3960,2880,2760,2040,0.28,0.34,0.34,0.28,0.35,0.32,0.26,0.28,0.34,0.34,0.28,0.35,0.32,0.26,0.31
48,23,37,70,72,0.98,0,0,6171.428571,5760,6480,6480,6000,7080,6720,6000,5400,6120,6120,5760,6720,6240,5520,0.27,0.32,0.32,0.29,0.35,0.32,0.27,0.27,0.32,0.32,0.29,0.35,0.32,0.27,0.305714286
49,23,37,69,69,0.98,0,0,6171.428571,5760,6480,6480,6000,7080,6720,6000,5400,6120,6120,5760,6720,6240,5520,0.13,0.15,0.17,0.22,0.25,0.22,0.19,0.13,0.15,0.17,0.22,0.25,0.22,0.19,0.19
50,23,37,71,69,0.98,0,0,3008.571429,2880,3240,3600,3120,3360,3240,2640,2760,3120,3360,3000,2760,2520,2520,0.09,0.11,0.13,0.11,0.07,0.05,0.04,0.09,0.11,0.13,0.11,0.07,0.05,0.04,0.085714286
51,23,37,73,72,0.98,0,0,3008.571429,2880,3240,3600,3120,3360,3240,2640,2760,3120,3360,3000,2760,2520,2520,0.09,0.11,0.13,0.11,0.07,0.05,0.04,0.09,0.11,0.13,0.11,0.07,0.05,0.04,0.085714286
52,23,37,74,74,0.98,0,0,2760,2880,3240,3600,3120,2520,2280,2160,2760,3120,3360,3000,2400,2160,2040,0.09,0.11,0.13,0.11,0.07,0.05,0.04,0.09,0.11,0.13,0.11,0.07,0.05,0.04,0.085714286
53,23,37,76,77,0.98,0,0,2760,2880,3240,3600,3120,2520,2280,2160,2760,3120,3360,3000,2400,2160,2040,0.09,0.11,0.13,0.11,0.08,0.06,0.04,0.09,0.11,0.13,0.11,0.08,0.06,0.05,0.089285714
54,23,37,77,80,0.98,0,0,2965.714286,2880,3360,3720,3120,2880,2640,2640,2760,3240,3480,3000,2760,2880,2160,0.1,0.13,0.15,0.11,0.15,0.13,0.1,0.1,0.13,0.15,0.11,0.15,0.13,0.1,0.124285714
55,23,37,78,79,0.98,0,0,2965.714286,2880,3360,3720,3120,2880,2640,2640,2760,3240,3480,3000,2760,2880,2160,0.11,0.15,0.19,0.25,0.3,0.28,0.23,0.11,0.16,0.19,0.25,0.3,0.28,0.23,0.216428571
56,23,37,78,75,0.98,0,0,4765.714286,3480,3960,4440,5280,6120,5880,5160,3360,3840,4200,4920,5760,5520,4800,0.13,0.16,0.19,0.25,0.3,0.28,0.23,0.13,0.16,0.19,0.25,0.3,0.28,0.23,0.22
57,23,37,77,72,0.98,0,0,4765.714286,3480,3960,4440,5280,6120,5880,5160,3360,3840,4200,4920,5760,5520,4800,0.14,0.17,0.2,0.25,0.3,0.28,0.23,0.14,0.17,0.2,0.25,0.3,0.28,0.23,0.224285714
58,23,37,77,71,0.98,0,0,4765.714286,3720,4200,4680,5160,6000,5760,5040,3480,3960,4320,4800,5640,5280,4680,0.14,0.17,0.2,0.23,0.27,0.25,0.22,0.14,0.17,0.2,0.23,0.27,0.25,0.22,0.211428571
59,23,37,76,69,0.98,0,0,4765.714286,3720,4200,4680,5160,6000,5760,5040,3480,3960,4320,4800,5640,5280,4680,0.14,0.17,0.2,0.17,0.15,0.13,0.11,0.14,0.17,0.2,0.17,0.15,0.13,0.11,0.152857143
60,23,37,76,71,0.98,0,0,3582.857143,3600,4200,4680,4080,3360,3120,2760,3480,3960,4320,3840,3240,2880,2640,0.14,0.17,0.2,0.17,0.12,0.1,0.08,0.14,0.17,0.2,0.17,0.12,0.1,0.08,0.14
61,23,37,76,73,0.98,0,0,3582.857143,3600,4200,4680,4080,3360,3120,2760,3480,3960,4320,3840,3240,2880,2640,0.14,0.17,0.2,0.17,0.12,0.1,0.08,0.14,0.17,0.2,0.17,0.12,0.1,0.08,0.14
62,23,37,75,74,0.98,0,0,3600,3720,4200,4680,4080,3360,3120,2760,3480,3960,4440,3840,3240,2880,2640,0.14,0.17,0.2,0.17,0.12,0.1,0.08,0.14,0.17,0.2,0.17,0.12,0.1,0.08,0.14
63,23,37,75,76,0.98,0,0,3600,3720,4200,4680,4080,3360,3120,2760,3480,3960,4440,3840,3240,2880,2640,0.14,0.17,0.2,0.17,0.12,0.1,0.08,0.14,0.17,0.2,0.17,0.12,0.1,0.08,0.14
64,23,37,75,78,0.98,0,0,3591.428571,3600,4200,4680,4080,3360,3120,2760,3480,3960,4440,3840,3240,2880,2640,0.14,0.17,0.2,0.17,0.13,0.11,0.09,0.14,0.17,0.2,0.17,0.13,0.11,0.09,0.144285714
65,23,37,75,79,0.98,0,0,3591.428571,3600,4200,4680,4080,3360,3120,2760,3480,3960,4440,3840,3240,2880,2640,0.14,0.17,0.2,0.17,0.16,0.14,0.11,0.14,0.17,0.2,0.17,0.16,0.14,0.11,0.155714286
66,23,37,75,79,0.98,0,0,3822.857143,3600,4200,4680,4080,3960,3720,3240,3480,3960,4440,3840,3720,3480,3120,0.14,0.17,0.2,0.17,0.16,0.14,0.11,0.14,0.17,0.2,0.17,0.16,0.14,0.11,0.155714286
67,23,37,74,79,0.98,0,0,3822.857143,3600,4200,4680,4080,3960,3720,3240,3480,3960,4440,3840,3720,3480,3120,0.14,0.17,0.2,0.17,0.16,0.14,0.11,0.14,0.17,0.2,0.17,0.16,0.14,0.11,0.155714286
68,23,37,75,79,0.98,0,0,4020,3600,4200,4680,4080,4440,4200,3720,3480,3960,4440,3840,4200,3960,3480,0.14,0.17,0.2,0.17,0.19,0.17,0.14,0.14,0.17,0.2,0.17,0.19,0.17,0.14,0.168571429
69,23,37,74,78,0.98,0,0,4020,3600,4200,4680,4080,4440,4200,3720,3480,3960,4440,3840,4200,3960,3480,0.14,0.17,0.2,0.17,0.19,0.17,0.14,0.14,0.17,0.2,0.17,0.19,0.17,0.14,0.168571429
70,23,37,66,69,0.98,0,0,3274.285714,2880,3120,3240,3720,4200,3960,3360,2280,2520,3000,3240,3720,3480,3120,0.04,0.06,0.07,0.08,0.09,0.09,0.07,0.03,0.05,0.07,0.08,0.09,0.09,0.07,0.07
71,23,37,64,65,0.73,0,0,3274.285714,2880,3120,3240,3720,4200,3960,3360,2280,2520,3000,3240,3720,3480,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,23,37,63,63,0.73,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,23,37,62,62,0.73,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,23,37,62,62,0.73,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,23,37,61,60,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,23,37,61,60,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,23,37,60,59,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,23,37,58,57,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,23,37,58,56,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,23,37,58,56,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,23,37,58,56,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,23,37,57,55,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,24,37,56,55,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,24,37,56,54,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,24,37,56,54,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,24,37,56,54,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,24,38,56,53,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,24,38,56,53,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,24,38,56,53,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,24,38,55,53,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,24,38,55,52,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,24,38,55,52,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,24,38,55,52,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,24,38,54,52,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,24,38,54,52,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,24,38,54,52,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,24,38,54,52,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,24,38,54,52,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,24,38,54,52,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,24,38,54,51,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,24,38,54,51,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,24,38,54,51,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,24,38,54,51,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,24,38,54,51,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,24,38,53,51,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,24,38,53,51,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,24,38,54,51,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,24,38,53,50,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,24,38,54,50,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,24,38,54,50,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,24,38,53,50,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,24,38,53,50,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,24,38,61,58,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,24,38,64,61,0,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,24,38,71,67,0.34,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,24,38,73,69,0.34,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,24,38,74,73,0.34,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,24,38,76,74,0.4,0,0,1551.428571,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1440,1560,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,24,38,78,76,0.4,0,0,1560,1560,1560,1560,1560,1560,1560,1560,1560,1680,1560,1440,1560,1560,1560,0,0.01,0.01,0,0,0,0,0,0.01,0.01,0,0,0,0,0.002857143
124,24,38,79,77,0.4,0,0,1560,1560,1560,1560,1560,1560,1560,1560,1560,1680,1560,1440,1560,1560,1560,0.02,0.03,0.03,0.02,0,0,0,0.02,0.03,0.03,0.02,0,0,0,0.014285714
125,24,38,80,79,0.41,0,0,2014.285714,1920,2280,2280,1800,1680,1680,1680,2280,2640,2640,2160,1800,1800,1560,0.09,0.12,0.12,0.09,0.04,0.02,0.01,0.09,0.12,0.12,0.09,0.04,0.02,0.01,0.07
126,24,38,78,79,0.41,0,0,2014.285714,1920,2280,2280,1800,1680,1680,1680,2280,2640,2640,2160,1800,1800,1560,0.13,0.16,0.16,0.13,0.14,0.12,0.08,0.13,0.16,0.16,0.13,0.14,0.12,0.08,0.131428571
128,24,38,74,75,0.41,0,0,3840,3840,4320,4320,3720,4200,3840,3360,3600,4080,4080,3600,3960,3600,3240,0.15,0.18,0.18,0.15,0.17,0.15,0.12,0.15,0.18,0.18,0.15,0.17,0.15,0.12,0.157142857
129,23,38,73,74,0.41,0,0,3840,3840,4320,4320,3720,4200,3840,3360,3600,4080,4080,3600,3960,3600,3240,0.15,0.18,0.18,0.15,0.17,0.15,0.12,0.15,0.18,0.18,0.15,0.17,0.15,0.12,0.157142857
130,23,38,71,73,0.41,0,0,3762.857143,3720,4200,4200,3600,4200,3840,3360,3480,3960,3960,3360,3960,3600,3240,0.14,0.17,0.17,0.14,0.17,0.15,0.12,0.14,0.17,0.17,0.14,0.17,0.15,0.12,0.151428571
131,23,38,70,72,0.41,0,0,3762.857143,3720,4200,4200,3600,4200,3840,3360,3480,3960,3960,3360,3960,3600,3240,0.12,0.15,0.15,0.14,0.17,0.15,0.12,0.12,0.15,0.15,0.14,0.17,0.15,0.12,0.142857143
132,23,38,70,72,0.41,0,0,3445.714286,3000,3360,3360,3600,4200,3840,3360,2880,3240,3240,3360,3960,3600,3240,0.1,0.12,0.12,0.14,0.17,0.15,0.12,0.1,0.12,0.12,0.14,0.17,0.15,0.12,0.131428571
133,23,38,69,71,0.41,0,0,3445.714286,3000,3360,3360,3600,4200,3840,3360,2880,3240,3240,3360,3960,3600,3240,0.03,0.05,0.08,0.12,0.15,0.13,0.11,0.03,0.05,0.08,0.12,0.15,0.13,0.11,0.095714286
134,23,38,69,71,0.41,0,0,2914.285714,1920,2280,2760,3240,3840,3600,3240,1920,2160,2640,3120,3600,3360,3120,0.03,0.05,0.08,0.12,0.15,0.13,0.11,0.03,0.05,0.08,0.12,0.15,0.13,0.11,0.095714286
135,23,38,70,71,0.41,0,0,2914.285714,1920,2280,2760,3240,3840,3600,3240,1920,2160,2640,3120,3600,3360,3120,0.05,0.06,0.08,0.11,0.14,0.12,0.1,0.05,0.06,0.08,0.11,0.14,0.12,0.1,0.094285714
136,23,38,72,71,0.41,0,0,2905.714286,2280,2520,2760,3120,3720,3360,3120,2160,2400,2640,3000,3480,3240,2880,0.05,0.06,0.08,0.11,0.14,0.12,0.1,0.05,0.06,0.08,0.11,0.14,0.12,0.1,0.094285714
137,23,38,73,71,0.41,0,0,2905.714286,2280,2520,2760,3120,3720,3360,3120,2160,2400,2640,3000,3480,3240,2880,0.05,0.06,0.08,0.11,0.14,0.12,0.1,0.05,0.06,0.08,0.11,0.14,0.12,0.1,0.094285714
138,23,37,74,72,0.41,0,0,2845.714286,2280,2520,2760,3120,3600,3240,2880,2160,2400,2640,3000,3360,3120,2760,0.05,0.06,0.09,0.11,0.13,0.11,0.09,0.05,0.06,0.09,0.11,0.13,0.11,0.09,0.091428571
